row ,county_name,state_abbr,votes_total,votes_dem,votes_gop,combined_fips,per_dem,per_gop
1150,Clinton County,KY,4393,752,3569,21053,0.171181425,0.812428864
1151,Crittenden County,KY,3854,960,2839,21055,0.249091853,0.73663726
1152,Cumberland County,KY,2853,599,2216,21057,0.209954434,0.776726253
1153,Daviess County,KY,42079,16208,25092,21059,0.385180256,0.596306946
1154,Edmonson County,KY,4664,1374,3232,21061,0.294596913,0.69296741
1155,Elliott County,KY,2399,1186,1126,21063,0.494372655,0.469362234
1156,Estill County,KY,5184,1356,3749,21065,0.261574074,0.723186728
1157,Fayette County,KY,125821,62078,60793,21067,0.493383457,0.483170536
1158,Fleming County,KY,5782,1911,3780,21069,0.330508475,0.653753027
1159,Floyd County,KY,14890,4733,9784,21071,0.317864338,0.657085292
1160,Franklin County,KY,23337,11535,11345,21073,0.49427947,0.486137893
1161,Fulton County,KY,2481,1022,1425,21075,0.411930673,0.574365175
1162,Gallatin County,KY,3060,1238,1758,21077,0.404575163,0.574509804
1163,Garrard County,KY,7077,1661,5310,21079,0.234703971,0.750317931
1164,Grant County,KY,8606,2810,5664,21081,0.326516384,0.65814548
1165,Graves County,KY,15493,4547,10699,21083,0.293487381,0.690569935
1166,Grayson County,KY,9269,2744,6404,21085,0.296040565,0.690905168
1167,Green County,KY,4856,1165,3634,21087,0.23990939,0.748352554
1168,Greenup County,KY,15159,6027,8855,21089,0.397585593,0.584141434
1169,Hancock County,KY,4133,1833,2212,21091,0.443503508,0.535204452
1170,Hardin County,KY,39212,15214,23357,21093,0.387993471,0.595659492
1171,Harlan County,KY,10658,1830,8653,21095,0.171702008,0.811878401
1172,Harrison County,KY,7163,2471,4556,21097,0.344967193,0.636046349
1173,Hart County,KY,6621,2283,4256,21099,0.344811962,0.642803202
1174,Henderson County,KY,18614,8091,10296,21101,0.434672827,0.553132051
1175,Henry County,KY,6584,2529,3940,21103,0.384113001,0.598420413
1176,Hickman County,KY,2139,686,1431,21105,0.320710612,0.669004208
1177,Hopkins County,KY,19765,5789,13681,21107,0.292891475,0.692183152
1178,Jackson County,KY,5061,612,4365,21109,0.120924718,0.862477771
1179,Jefferson County,KY,339500,186164,148415,21111,0.54834757,0.437157585
1180,Jessamine County,KY,20620,6001,14232,21113,0.291028128,0.690203686
1181,Johnson County,KY,9035,1723,7095,21115,0.190702822,0.785279469
1182,Kenton County,KY,67679,24917,41387,21117,0.368164423,0.611519083
1183,Knott County,KY,5693,1420,4130,21119,0.249429123,0.72545231
1184,Knox County,KY,11100,2484,8467,21121,0.223783784,0.762792793
1185,Larue County,KY,5764,1733,3911,21123,0.300659264,0.67852186
1186,Laurel County,KY,22408,3905,18151,21125,0.174268119,0.810023206
1187,Lawrence County,KY,5592,1520,3995,21127,0.271816881,0.714413448
1188,Lee County,KY,2623,595,1977,21129,0.226839497,0.753717118
1189,Leslie County,KY,4950,433,4439,21131,0.087474747,0.896767677
1190,Letcher County,KY,8758,1702,6811,21133,0.194336607,0.77768897
1191,Lewis County,KY,4769,1342,3326,21135,0.281400713,0.697420843
1192,Lincoln County,KY,9152,2582,6416,21137,0.282124126,0.701048951
1193,Livingston County,KY,4511,1346,3089,21139,0.298381734,0.684770561
1194,Logan County,KY,10509,3469,6899,21141,0.330098011,0.656484918
1195,Lyon County,KY,3838,1373,2412,21143,0.357738405,0.628452319
1196,McCracken County,KY,30540,10062,19979,21145,0.329469548,0.654191225
1197,McCreary County,KY,5704,1069,4564,21147,0.187412342,0.800140252
1198,McLean County,KY,4200,1432,2705,21149,0.340952381,0.644047619
1199,Madison County,KY,33317,11512,21128,21151,0.345529309,0.634150734
1200,Magoffin County,KY,4905,1433,3391,21153,0.292150866,0.691335372
1201,Marion County,KY,7316,3418,3800,21155,0.467195189,0.519409513
1202,Marshall County,KY,15714,5022,10402,21157,0.319587629,0.66195749
1203,Martin County,KY,3824,574,3180,21159,0.150104603,0.831589958
1204,Mason County,KY,6879,2592,4197,21161,0.376798953,0.61011775
1205,Meade County,KY,10915,4122,6606,21163,0.377645442,0.605222171
1206,Menifee County,KY,2598,1048,1484,21165,0.403387221,0.571208622
1207,Mercer County,KY,9936,2966,6820,21167,0.298510467,0.686392915
1208,Metcalfe County,KY,4184,1425,2676,21169,0.340583174,0.63957935
1209,Monroe County,KY,4746,936,3762,21171,0.19721871,0.792667509
1210,Montgomery County,KY,10248,3701,6398,21173,0.361143638,0.62431694
1211,Morgan County,KY,4472,1369,3021,21175,0.306127013,0.675536673
1212,Muhlenberg County,KY,12737,4771,7762,21177,0.374578001,0.609405669
1213,Nelson County,KY,18532,7611,10673,21179,0.410695014,0.575922728
1214,Nicholas County,KY,2580,948,1583,21181,0.36744186,0.613565891
1215,Ohio County,KY,9646,2987,6470,21183,0.309662036,0.67074435
1216,Oldham County,KY,29873,9240,20179,21185,0.30930941,0.67549292
1217,Owen County,KY,4555,1501,2971,21187,0.329527991,0.652250274
1218,Owsley County,KY,1580,283,1279,21189,0.179113924,0.809493671
1219,Pendleton County,KY,5534,1859,3556,21191,0.335923383,0.642573184
1220,Perry County,KY,10240,2047,8040,21193,0.199902344,0.78515625
1221,Pike County,KY,23632,5645,17589,21195,0.238871022,0.744287407
1222,Powell County,KY,4441,1620,2726,21197,0.364782707,0.613825715
1223,Pulaski County,KY,26003,4976,20714,21199,0.191362535,0.796600392
1224,Robertson County,KY,935,340,579,21201,0.363636364,0.619251337
1225,Rockcastle County,KY,6216,1097,5028,21203,0.176480051,0.808880309
1226,Rowan County,KY,7641,3438,4035,21205,0.449941107,0.528072242
1227,Russell County,KY,7907,1445,6346,21207,0.182749463,0.802579992
1228,Scott County,KY,20565,7532,12679,21209,0.366253343,0.616532944
1229,Shelby County,KY,18659,6634,11790,21211,0.355538882,0.63186666
1230,Simpson County,KY,7089,2650,4355,21213,0.373818592,0.614332064
1231,Spencer County,KY,8431,2549,5726,21215,0.302336615,0.679160242
1232,Taylor County,KY,10946,3284,7551,21217,0.300018272,0.689841038
1233,Todd County,KY,4718,1403,3247,21219,0.297371768,0.688215345
1234,Trigg County,KY,6740,2115,4520,21221,0.31379822,0.670623145
1235,Trimble County,KY,3540,1355,2133,21223,0.382768362,0.602542373
1236,Union County,KY,5975,1941,3952,21225,0.324853556,0.661422594
1237,Warren County,KY,43889,16805,26384,21227,0.382897765,0.601152908
1238,Washington County,KY,5218,1669,3495,21229,0.31985435,0.669796857
1239,Wayne County,KY,7210,1855,5289,21231,0.257281553,0.733564494
1240,Webster County,KY,5470,1765,3607,21233,0.322669104,0.659414991
1241,Whitley County,KY,13068,2683,10232,21235,0.205310683,0.782981328
1242,Wolfe County,KY,2559,976,1542,21237,0.381398984,0.602579132
1243,Woodford County,KY,12331,4883,7218,21239,0.395993837,0.585353986
1244,Acadia Parish,LA,26834,6559,19931,22001,0.24442871,0.742751733
1245,Allen Parish,LA,9306,2616,6495,22003,0.281108962,0.697936815
1246,Ascension Parish,LA,51056,16343,33846,22005,0.320099499,0.662919148
1247,Assumption Parish,LA,10991,4754,6082,22007,0.432535711,0.553361842
1248,Avoyelles Parish,LA,17027,6075,10667,22009,0.356786281,0.626475598
1249,Beauregard Parish,LA,14223,2827,11111,22011,0.198762568,0.781199466
1250,Bienville Parish,LA,7203,3490,3641,22013,0.484520339,0.505483826
1251,Bossier Parish,LA,48559,12955,34986,22015,0.266788855,0.720484359
1252,Caddo Parish,LA,111516,57879,52378,22017,0.519019692,0.469690448
1253,Calcasieu Parish,LA,81718,28357,51844,22019,0.347010451,0.634425708
1254,Caldwell Parish,LA,4716,1016,3640,22021,0.215436811,0.771840543
1255,Cameron Parish,LA,3744,408,3260,22023,0.108974359,0.870726496
1256,Catahoula Parish,LA,4193,1408,2744,22025,0.335797758,0.65442404
1257,Claiborne Parish,LA,6732,3014,3649,22027,0.447712418,0.542038027
1258,Concordia Parish,LA,9380,3833,5450,22029,0.408635394,0.581023454
1259,De Soto Parish,LA,13050,5552,7353,22031,0.425440613,0.563448276
1260,East Baton Rouge Parish,LA,197912,102460,92235,22033,0.517704839,0.466040462
1261,East Carroll Parish,LA,3384,2244,1122,22035,0.663120567,0.331560284
1262,East Feliciana Parish,LA,10209,4648,5397,22037,0.455284553,0.52865119
1263,Evangeline Parish,LA,15765,5330,10176,22039,0.338090707,0.645480495
1264,Franklin Parish,LA,9336,2921,6294,22041,0.312874893,0.674164524
1265,Grant Parish,LA,8666,1421,7082,22043,0.163974152,0.817216709
1266,Iberia Parish,LA,33392,12129,20890,22045,0.363230714,0.625598946
1267,Iberville Parish,LA,17014,9548,7271,22047,0.561184907,0.427353944
1268,Jackson Parish,LA,7529,2305,5132,22049,0.306149555,0.681631027
1269,Jefferson Parish,LA,175733,70000,102325,22051,0.39833156,0.582275384
1270,Jefferson Davis Parish,LA,13733,3483,10014,22053,0.253622661,0.729192456
1271,Lafayette Parish,LA,98637,31766,64989,22055,0.322049535,0.658870404
1272,Lafourche Parish,LA,38725,9543,28332,22057,0.246429955,0.7316204
1273,La Salle Parish,LA,6572,764,5726,22059,0.116250761,0.871272063
1274,Lincoln Parish,LA,18974,7947,10731,22061,0.418836302,0.565563403
1275,Livingston Parish,LA,54033,7448,45488,22063,0.137841689,0.841855903
1276,Madison Parish,LA,5187,3154,2000,22065,0.608058608,0.385579333
1277,Morehouse Parish,LA,12613,5887,6591,22067,0.466740664,0.522556093
1278,Natchitoches Parish,LA,17257,7941,9077,22069,0.460161094,0.525989454
1279,Orleans Parish,LA,157233,126199,27967,22071,0.802624131,0.177869786
1280,Ouachita Parish,LA,68437,26629,40927,22073,0.389102386,0.59802446
1281,Plaquemines Parish,LA,10235,3597,6469,22075,0.351441133,0.632046898
1282,Pointe Coupee Parish,LA,12147,5436,6548,22077,0.447517906,0.539063143
1283,Rapides Parish,LA,58008,20040,37187,22079,0.34546959,0.641066749
1284,Red River Parish,LA,4807,2253,2483,22081,0.468691492,0.516538382
1285,Richland Parish,LA,11507,4074,7316,22083,0.354045364,0.635786912
1286,Sabine Parish,LA,10050,2194,7735,22085,0.218308458,0.769651741
1287,St. Bernard Parish,LA,13944,5052,8497,22087,0.362306368,0.609366036
1288,St. Charles Parish,LA,25330,8894,15936,22089,0.351125148,0.629135413
1289,St. Helena Parish,LA,7093,4233,2756,22091,0.596785563,0.388552094
1290,St. James Parish,LA,12391,7055,5209,22093,0.569364862,0.420385764
1291,St. John the Baptist Parish,LA,21122,13178,7620,22095,0.623899252,0.360761292
1292,St. Landry Parish,LA,41647,19668,21475,22097,0.472254904,0.515643384
1293,St. Martin Parish,LA,25430,9419,15653,22099,0.370389304,0.615532835
1294,St. Mary Parish,LA,23636,9448,13883,22101,0.399729227,0.587366729
1295,St. Tammany Parish,LA,112884,25723,84710,22103,0.227871089,0.750416357
1296,Tangipahoa Parish,LA,50090,17720,31583,22105,0.353763226,0.630525055
1297,Tensas Parish,LA,2812,1564,1230,22107,0.556187767,0.437411095
1298,Terrebonne Parish,LA,42335,12071,29500,22109,0.285130507,0.69682296
1299,Union Parish,LA,10766,3075,7561,22111,0.285621401,0.702303548
1300,Vermilion Parish,LA,24984,5718,18909,22113,0.228866475,0.75684438
1301,Vernon Parish,LA,15606,3173,12146,22115,0.203319236,0.778290401
1302,Washington Parish,LA,18100,6351,11470,22117,0.350883978,0.633701657
1303,Webster Parish,LA,18413,6802,11397,22119,0.369412915,0.618964862
1304,West Baton Rouge Parish,LA,12772,5692,6920,22121,0.445662386,0.54181021
1305,West Carroll Parish,LA,4548,853,3628,22123,0.187554969,0.797713281
1306,West Feliciana Parish,LA,5777,2441,3257,22125,0.422537649,0.563787433
1307,Winn Parish,LA,6532,1919,4539,22127,0.293784446,0.694886712
1308,Androscoggin County,ME,11289,6503,4462,23001,0.57604748,0.395252015
1309,Androscoggin County,ME,2295,1137,1080,23001,0.495424837,0.470588235
1310,Androscoggin County,ME,2318,1111,1139,23001,0.479292494,0.491371872
1311,Androscoggin County,ME,1167,609,522,23001,0.5218509,0.447300771
1312,Androscoggin County,ME,15715,9550,5778,23001,0.60769965,0.367674197
1313,Androscoggin County,ME,4735,2383,2228,23001,0.503273495,0.470538543
1314,Androscoggin County,ME,1209,661,518,23001,0.546732837,0.428453267
1315,Androscoggin County,ME,1349,842,467,23001,0.624166049,0.346182357
1316,Androscoggin County,ME,1475,753,678,23001,0.510508475,0.459661017
1317,Androscoggin County,ME,1509,704,771,23001,0.466534129,0.510934394
1318,Androscoggin County,ME,3032,1585,1369,23001,0.522757256,0.45151715
1319,Androscoggin County,ME,2520,1294,1160,23001,0.513492063,0.46031746
1320,Androscoggin County,ME,3094,1429,1585,23001,0.461861668,0.512281836
1321,Androscoggin County,ME,832,351,453,23001,0.421875,0.544471154
1322,Aroostook County,ME,140,79,59,23003,0.564285714,0.421428571
1323,Aroostook County,ME,94,35,56,23003,0.372340426,0.595744681
1324,Aroostook County,ME,386,182,185,23003,0.471502591,0.479274611
1325,Aroostook County,ME,564,327,232,23003,0.579787234,0.411347518
1326,Aroostook County,ME,31,11,20,23003,0.35483871,0.64516129
1327,Aroostook County,ME,365,99,258,23003,0.271232877,0.706849315
1328,Aroostook County,ME,290,111,175,23003,0.382758621,0.603448276
1329,Aroostook County,ME,3655,1910,1665,23003,0.522571819,0.455540356
1330,Aroostook County,ME,109,39,68,23003,0.357798165,0.623853211
1331,Aroostook County,ME,196,76,118,23003,0.387755102,0.602040816
1332,Aroostook County,ME,138,90,45,23003,0.652173913,0.326086957
1333,Aroostook County,ME,246,119,96,23003,0.483739837,0.390243902
1334,Aroostook County,ME,142,51,86,23003,0.35915493,0.605633803
1335,Aroostook County,ME,43,23,20,23003,0.534883721,0.465116279
1336,Aroostook County,ME,129,43,78,23003,0.333333333,0.604651163
1337,Aroostook County,ME,439,276,152,23003,0.628701595,0.346241458
1338,Aroostook County,ME,651,312,322,23003,0.479262673,0.494623656
1339,Aroostook County,ME,1572,821,698,23003,0.522264631,0.444020356
1340,Aroostook County,ME,2043,1376,625,23003,0.673519334,0.305922663
1341,Aroostook County,ME,583,406,164,23003,0.696397942,0.281303602
1342,Aroostook County,ME,51,24,27,23003,0.470588235,0.529411765
1343,Aroostook County,ME,6,2,4,23003,0.333333333,0.666666667
1344,Aroostook County,ME,231,174,52,23003,0.753246753,0.225108225
1345,Aroostook County,ME,97,62,33,23003,0.639175258,0.340206186
1346,Aroostook County,ME,49,24,25,23003,0.489795918,0.510204082
1347,Aroostook County,ME,57,22,35,23003,0.385964912,0.614035088
1348,Aroostook County,ME,32,9,23,23003,0.28125,0.71875
1349,Aroostook County,ME,567,181,377,23003,0.319223986,0.664902998
1350,Aroostook County,ME,2501,1133,1307,23003,0.453018792,0.522590964
1351,Aroostook County,ME,421,189,221,23003,0.448931116,0.524940618
1352,Aroostook County,ME,859,511,324,23003,0.594877765,0.377182771
1353,Aroostook County,ME,441,151,282,23003,0.342403628,0.639455782
1354,Aroostook County,ME,461,171,274,23003,0.370932755,0.594360087
1355,Aroostook County,ME,229,100,126,23003,0.436681223,0.550218341
1356,Aroostook County,ME,46,18,27,23003,0.391304348,0.586956522
1357,Aroostook County,ME,2089,1540,511,23003,0.73719483,0.244614648
1358,Aroostook County,ME,1066,521,531,23003,0.488742964,0.498123827
1359,Aroostook County,ME,766,276,475,23003,0.360313316,0.620104439
1360,Aroostook County,ME,155,90,60,23003,0.580645161,0.387096774
1361,Aroostook County,ME,128,62,64,23003,0.484375,0.5
1362,Aroostook County,ME,382,158,218,23003,0.413612565,0.570680628
1363,Aroostook County,ME,23,1,21,23003,0.043478261,0.913043478
1364,Aroostook County,ME,18,12,6,23003,0.666666667,0.333333333
1365,Aroostook County,ME,257,148,101,23003,0.575875486,0.392996109
1366,Aroostook County,ME,317,134,178,23003,0.422712934,0.561514196
1367,Aroostook County,ME,347,182,158,23003,0.524495677,0.455331412
1368,Aroostook County,ME,360,145,202,23003,0.402777778,0.561111111
1369,Aroostook County,ME,93,48,42,23003,0.516129032,0.451612903
1370,Aroostook County,ME,145,80,60,23003,0.551724138,0.413793103
1371,Aroostook County,ME,174,58,114,23003,0.333333333,0.655172414
1372,Aroostook County,ME,241,125,109,23003,0.518672199,0.452282158
1373,Aroostook County,ME,4230,2231,1885,23003,0.527423168,0.445626478
1374,Aroostook County,ME,81,25,55,23003,0.308641975,0.679012346
1375,Aroostook County,ME,567,399,161,23003,0.703703704,0.283950617
1376,Aroostook County,ME,250,172,76,23003,0.688,0.304
1377,Aroostook County,ME,143,80,56,23003,0.559440559,0.391608392
1378,Aroostook County,ME,602,218,365,23003,0.362126246,0.606312292
1379,Aroostook County,ME,125,55,67,23003,0.44,0.536
1380,Aroostook County,ME,147,91,53,23003,0.619047619,0.360544218
1381,Aroostook County,ME,913,684,210,23003,0.749178532,0.230010953
1382,Aroostook County,ME,128,50,74,23003,0.390625,0.578125
1383,Aroostook County,ME,283,204,77,23003,0.720848057,0.272084806
1384,Aroostook County,ME,776,346,418,23003,0.445876289,0.538659794
1385,Aroostook County,ME,269,117,146,23003,0.434944238,0.542750929
1386,Aroostook County,ME,43,21,21,23003,0.488372093,0.488372093
1387,Aroostook County,ME,131,50,81,23003,0.381679389,0.618320611
1388,Aroostook County,ME,134,79,49,23003,0.589552239,0.365671642
1389,Aroostook County,ME,619,285,326,23003,0.460420032,0.526655897
1390,Cumberland County,ME,799,354,413,23005,0.443053817,0.51689612
1391,Cumberland County,ME,2770,1501,1199,23005,0.541877256,0.432851986
1392,Cumberland County,ME,16028,7853,3654,23005,0.489955079,0.227976042
1393,Cumberland County,ME,6460,4018,2161,23005,0.621981424,0.334520124
1394,Cumberland County,ME,1940,993,899,23005,0.51185567,0.463402062
1395,Cumberland County,ME,296,216,71,23005,0.72972973,0.239864865
1396,Cumberland County,ME,4911,2619,2221,23005,0.533292608,0.452250051
1397,Cumberland County,ME,7571,4149,3319,23005,0.548012152,0.438383305
1398,Cumberland County,ME,5086,3266,1726,23005,0.642154935,0.339362957
1399,Cumberland County,ME,56,17,38,23005,0.303571429,0.678571429
1400,Cumberland County,ME,9041,5123,3742,23005,0.566640858,0.413892269
1401,Cumberland County,ME,4519,2260,2144,23005,0.500110644,0.474441248
1402,Cumberland County,ME,3369,1940,1371,23005,0.575838528,0.406945681
1403,Cumberland County,ME,1419,737,627,23005,0.519379845,0.441860465
1404,Cumberland County,ME,200,132,60,23005,0.66,0.3
1405,Cumberland County,ME,2092,1057,983,23005,0.505258126,0.469885277
1406,Cumberland County,ME,3147,1564,1517,23005,0.496981252,0.482046393
1407,Cumberland County,ME,2462,1418,1001,23005,0.575954509,0.406580016
1408,Cumberland County,ME,36260,27736,7487,23005,0.764920022,0.206480971
1409,Cumberland County,ME,993,550,422,23005,0.55387714,0.424974824
1410,Cumberland County,ME,2672,1426,1196,23005,0.533682635,0.44760479
1411,Cumberland County,ME,11727,6343,5184,23005,0.540888548,0.442056792
1412,Cumberland County,ME,1013,516,472,23005,0.509378085,0.465942744
1413,Cumberland County,ME,14340,9956,4104,23005,0.694281729,0.286192469
1414,Cumberland County,ME,5054,2554,2400,23005,0.505342303,0.474871389
1415,Cumberland County,ME,9668,5504,3042,23005,0.569300786,0.314646256
1416,Cumberland County,ME,7429,3817,3427,23005,0.513797281,0.46130031
1417,Cumberland County,ME,5573,3358,2128,23005,0.602547999,0.381841019
1418,Franklin County,ME,236,127,105,23007,0.538135593,0.444915254
1419,Franklin County,ME,463,295,153,23007,0.637149028,0.330453564
1420,Franklin County,ME,245,139,96,23007,0.567346939,0.391836735
1421,Franklin County,ME,662,399,246,23007,0.602719033,0.371601208
1422,Franklin County,ME,83,42,40,23007,0.506024096,0.481927711
1423,Franklin County,ME,227,127,97,23007,0.559471366,0.427312775
1424,Franklin County,ME,373,191,166,23007,0.512064343,0.445040214
1425,Franklin County,ME,3886,2441,1288,23007,0.628152342,0.331446217
1426,Franklin County,ME,24,14,8,23007,0.583333333,0.333333333
1427,Franklin County,ME,450,238,196,23007,0.528888889,0.435555556
1428,Franklin County,ME,2543,1615,868,23007,0.635076681,0.341329139
1429,Franklin County,ME,621,331,265,23007,0.533011272,0.426731079
1430,Franklin County,ME,841,433,383,23007,0.514863258,0.455410226
1431,Franklin County,ME,399,191,199,23007,0.478696742,0.498746867
1432,Franklin County,ME,588,301,248,23007,0.511904762,0.421768707
1433,Franklin County,ME,694,334,350,23007,0.481268012,0.504322767
1434,Franklin County,ME,144,64,79,23007,0.444444444,0.548611111
1435,Franklin County,ME,86,52,33,23007,0.604651163,0.38372093
1436,Franklin County,ME,702,337,347,23007,0.48005698,0.494301994
1437,Franklin County,ME,315,216,94,23007,0.685714286,0.298412698
1438,Franklin County,ME,289,154,123,23007,0.532871972,0.425605536
1439,Franklin County,ME,2241,1251,921,23007,0.558232932,0.410977242
1440,Hancock County,ME,144,69,70,23009,0.479166667,0.486111111
1441,Hancock County,ME,64,18,42,23009,0.28125,0.65625
1442,Hancock County,ME,3009,2142,779,23009,0.711864407,0.258889997
1443,Hancock County,ME,1760,1125,588,23009,0.639204545,0.334090909
1444,Hancock County,ME,573,368,194,23009,0.642233857,0.338568935
1445,Hancock County,ME,650,418,210,23009,0.643076923,0.323076923
1446,Hancock County,ME,2435,1358,1024,23009,0.557700205,0.420533881
1447,Hancock County,ME,591,338,241,23009,0.571912014,0.407783418
1448,Hancock County,ME,149,102,41,23009,0.684563758,0.275167785
1449,Hancock County,ME,1043,534,487,23009,0.51198466,0.466922339
1450,Hancock County,ME,1204,826,361,23009,0.686046512,0.299833887
1451,Hancock County,ME,214,90,116,23009,0.420560748,0.542056075
1452,Hancock County,ME,3927,1950,1843,23009,0.496562261,0.469314999
1453,Hancock County,ME,730,354,360,23009,0.484931507,0.493150685
1454,Hancock County,ME,40,21,15,23009,0.525,0.375
1455,Hancock County,ME,980,494,460,23009,0.504081633,0.469387755
1456,Hancock County,ME,35,15,19,23009,0.428571429,0.542857143
1457,Hancock County,ME,1219,596,595,23009,0.488925349,0.488105004
1458,Hancock County,ME,0,0,0,23009,,
1459,Hancock County,ME,1056,527,506,23009,0.49905303,0.479166667
1460,Hancock County,ME,274,123,142,23009,0.448905109,0.518248175
1461,Hancock County,ME,1381,911,442,23009,0.659666908,0.320057929
1462,Hancock County,ME,1266,717,513,23009,0.566350711,0.40521327
1463,Hancock County,ME,40,9,31,23009,0.225,0.775
1464,Hancock County,ME,410,144,265,23009,0.351219512,0.646341463
1465,Hancock County,ME,769,356,389,23009,0.462938882,0.505851756
1466,Hancock County,ME,699,447,233,23009,0.639484979,0.333333333
1467,Hancock County,ME,192,104,77,23009,0.541666667,0.401041667
1468,Hancock County,ME,1052,653,380,23009,0.620722433,0.36121673
1469,Hancock County,ME,609,407,184,23009,0.668308703,0.302134647
1470,Hancock County,ME,593,352,227,23009,0.593591906,0.382799325
1471,Hancock County,ME,956,538,395,23009,0.562761506,0.413179916
1472,Hancock County,ME,226,94,124,23009,0.415929204,0.548672566
1473,Hancock County,ME,879,550,306,23009,0.625711035,0.348122867
1474,Hancock County,ME,796,436,340,23009,0.547738693,0.427135678
1475,Hancock County,ME,312,166,138,23009,0.532051282,0.442307692
1476,Hancock County,ME,187,69,116,23009,0.368983957,0.620320856
1477,Hancock County,ME,274,112,145,23009,0.408759124,0.52919708
1478,Kennebec County,ME,1022,429,561,23011,0.419765166,0.548923679
1479,Kennebec County,ME,8780,5192,3339,23011,0.591343964,0.380296128
1480,Kennebec County,ME,1882,952,890,23011,0.505844846,0.472901169
1481,Kennebec County,ME,1421,731,673,23011,0.51442646,0.473610134
1482,Kennebec County,ME,1343,693,604,23011,0.516008935,0.449739389
1483,Kennebec County,ME,2291,1121,1113,23011,0.48930598,0.485814055
1484,Kennebec County,ME,1583,817,730,23011,0.516108654,0.461149716
1485,Kennebec County,ME,1594,887,678,23011,0.556461731,0.425345044
1486,Kennebec County,ME,741,432,294,23011,0.582995951,0.396761134
1487,Kennebec County,ME,2981,1699,1158,23011,0.569942972,0.388460248
1488,Kennebec County,ME,1556,1090,426,23011,0.700514139,0.27377892
1489,Kennebec County,ME,1874,919,888,23011,0.490394877,0.473852721
1490,Kennebec County,ME,1592,831,737,23011,0.521984925,0.462939698
1491,Kennebec County,ME,2306,1162,1069,23011,0.503902862,0.463573287
1492,Kennebec County,ME,950,517,398,23011,0.544210526,0.418947368
1493,Kennebec County,ME,3207,1686,1435,23011,0.525724977,0.447458684
1494,Kennebec County,ME,1578,779,752,23011,0.493662864,0.476552598
1495,Kennebec County,ME,949,536,385,23011,0.564805058,0.4056902
1496,Kennebec County,ME,1528,862,631,23011,0.564136126,0.412958115
1497,Kennebec County,ME,577,314,248,23011,0.544194107,0.429809359
1498,Kennebec County,ME,2302,1120,1134,23011,0.486533449,0.492615117
1499,Kennebec County,ME,2318,1224,1025,23011,0.528041415,0.442191544
1500,Kennebec County,ME,351,205,136,23011,0.584045584,0.387464387
1501,Kennebec County,ME,6964,4677,2103,23011,0.671596783,0.30198162
1502,Kennebec County,ME,735,450,273,23011,0.612244898,0.371428571
1503,Kennebec County,ME,2033,1004,971,23011,0.493851451,0.477619282
1504,Kennebec County,ME,1226,610,578,23011,0.497553018,0.471451876
1505,Kennebec County,ME,4077,2206,1781,23011,0.54108413,0.436840814
1506,Kennebec County,ME,3464,1877,1496,23011,0.541859122,0.43187067
1507,Knox County,ME,794,435,329,23013,0.547858942,0.414357683
1508,Knox County,ME,3169,2201,914,23013,0.694540865,0.28841906
1509,Knox County,ME,823,422,387,23013,0.512758202,0.470230863
1510,Knox County,ME,701,321,360,23013,0.457917261,0.513552068
1511,Knox County,ME,955,545,381,23013,0.570680628,0.39895288
1512,Knox County,ME,57,48,5,23013,0.842105263,0.087719298
1513,Knox County,ME,51,33,18,23013,0.647058824,0.352941176
1514,Knox County,ME,274,199,67,23013,0.726277372,0.244525547
1515,Knox County,ME,975,560,403,23013,0.574358974,0.413333333
1516,Knox County,ME,3354,2198,1065,23013,0.655336911,0.317531306
1517,Knox County,ME,2149,1291,825,23013,0.600744532,0.383899488
1518,Knox County,ME,1545,980,518,23013,0.634304207,0.335275081
1519,Knox County,ME,869,507,346,23013,0.583429229,0.398158803
1520,Knox County,ME,1399,860,522,23013,0.614724803,0.37312366
1521,Knox County,ME,1353,712,598,23013,0.52623799,0.441980783
1522,Knox County,ME,710,519,177,23013,0.730985915,0.249295775
1523,Knox County,ME,1962,966,945,23013,0.49235474,0.481651376
1524,Knox County,ME,862,430,402,23013,0.498839907,0.466357309
1525,Lincoln County,ME,467,271,182,23015,0.580299786,0.389721627
1526,Lincoln County,ME,2024,1082,907,23015,0.53458498,0.44812253
1527,Lincoln County,ME,1351,754,572,23015,0.558105107,0.423390081
1528,Lincoln County,ME,490,293,187,23015,0.597959184,0.381632653
1529,Lincoln County,ME,1803,1049,718,23015,0.581808098,0.39822518
1530,Lincoln County,ME,1307,771,503,23015,0.589900536,0.384850803
1531,Lincoln County,ME,989,544,412,23015,0.550050556,0.416582406
1532,Lincoln County,ME,757,418,317,23015,0.552179657,0.418758256
1533,Lincoln County,ME,1445,676,742,23015,0.467820069,0.51349481
1534,Lincoln County,ME,55,49,5,23015,0.890909091,0.090909091
1535,Lincoln County,ME,1194,744,421,23015,0.623115578,0.352596315
1536,Lincoln County,ME,1108,622,466,23015,0.561371841,0.420577617
1537,Lincoln County,ME,274,136,129,23015,0.496350365,0.47080292
1538,Lincoln County,ME,617,376,224,23015,0.609400324,0.363047002
1539,Lincoln County,ME,431,207,223,23015,0.480278422,0.517401392
1540,Lincoln County,ME,2563,1323,1164,23015,0.516191963,0.454155287
1541,Lincoln County,ME,486,254,221,23015,0.522633745,0.45473251
1542,Lincoln County,ME,1256,693,531,23015,0.551751592,0.422770701
1543,Lincoln County,ME,2051,1036,960,23015,0.505119454,0.468064359
